ProductID,ProductName,Category,Price,DateAdded,ProductID_1,StockQuantity,Discount,ProductID_2,Sales,Rating,NumReviews,City
490,Perfume Oil,Perfume and cologne,198.33,2023-08-28 00:00:00,490,418,0.01,490,825,1.1,1907,Baltimore
491,Eau de Toilette,Perfume and cologne,423.21,2023-12-27 00:00:00,491,924,0.41,491,888,1.4,3386,Birmingham
492,Body Spray,Perfume and cologne,220.5,2023-07-28 00:00:00,492,389,0.06,492,1263,2.2,3407,Denver
493,Eau de Toilette,Perfume and cologne,280.83,2024-03-09 00:00:00,493,554,0.43,493,1683,2.6,4986,Harrisburg
494,Perfume Oil,Perfume and cologne,316.26,2024-06-05 00:00:00,494,882,0.25,494,839,2.3,3093,Albany
495,Eau de Toilette,Perfume and cologne,316.19,2023-07-20 00:00:00,495,594,0.31,495,499,3.3,3062,Charleston
496,Perfume Oil,Perfume and cologne,101.59,2024-03-07 00:00:00,496,900,0.18,496,1424,1.1,2378,Minneapolis
497,Eau de Parfum,Perfume and cologne,369.02,2024-05-24 00:00:00,497,58,0.18,497,49,2.6,887,Wichita
498,Eau de Toilette,Perfume and cologne,172.9,2024-03-20 00:00:00,498,678,0.47,498,1164,1.2,2606,Harrisburg
499,Eau de Toilette,Perfume and cologne,369.41,2024-05-14 00:00:00,499,127,0.38,499,759,1.5,3474,Detroit
500,Perfume Oil,Perfume and cologne,145.4,2023-11-23 00:00:00,500,391,0.03,500,1692,2.7,4664,New Orleans
501,Eau de Parfum,Perfume and cologne,60.53,2023-11-06 00:00:00,501,680,0.37,501,1497,3.2,1341,Little Rock
502,Eau de Parfum,Perfume and cologne,204.83,2024-06-10 00:00:00,502,97,0.24,502,207,2.1,4873,Austin
503,Perfume Oil,Perfume and cologne,279.31,2024-01-07 00:00:00,503,938,0.3,503,218,3.8,153,Raleigh
504,Body Spray,Perfume and cologne,476.2,2023-07-26 00:00:00,504,107,0.23,504,1506,2.2,2195,Denton
505,Eau de Toilette,Perfume and cologne,324.4,2023-06-26 00:00:00,505,282,0.34,505,480,3.8,1742,Tulsa
506,Perfume Oil,Perfume and cologne,295.94,2024-03-21 00:00:00,506,257,0.43,506,1088,3.1,2555,San Jose
507,Eau de Toilette,Perfume and cologne,230.05,2023-10-08 00:00:00,507,946,0.44,507,890,3.4,4757,Phoenix
508,Eau de Toilette,Perfume and cologne,316.35,2024-06-05 00:00:00,508,448,0.01,508,1091,2.5,283,Mesa
509,Eau de Parfum,Perfume and cologne,275.58,2023-08-29 00:00:00,509,72,0.42,509,617,4.8,3491,St. Louis
510,Eau de Toilette,Perfume and cologne,488.73,2023-10-12 00:00:00,510,794,0.22,510,1442,1.4,369,San Diego
511,Body Spray,Perfume and cologne,51.31,2024-03-31 00:00:00,511,270,0.41,511,378,4.2,4462,New York
512,Body Spray,Perfume and cologne,14.44,2023-11-13 00:00:00,512,42,0.32,512,169,3.4,3856,Des Moines
513,Eau de Parfum,Perfume and cologne,54.78,2024-04-10 00:00:00,513,110,0.37,513,1070,1.8,150,Knoxville
514,Eau de Parfum,Perfume and cologne,115.06,2023-07-30 00:00:00,514,295,0.18,514,945,2.1,4897,Virginia Beach
515,Eau de Toilette,Perfume and cologne,302.58,2024-05-05 00:00:00,515,303,0.17,515,1361,3.4,1629,Dayton
516,Body Spray,Perfume and cologne,413.26,2024-03-13 00:00:00,516,386,0.31,516,832,4.7,3757,Grand Rapids
517,Eau de Toilette,Perfume and cologne,152.83,2023-09-02 00:00:00,517,389,0.4,517,294,4.1,2556,Seattle
518,Eau de Parfum,Perfume and cologne,448.72,2024-04-15 00:00:00,518,186,0.23,518,444,3.7,4663,Bronx
519,Body Spray,Perfume and cologne,322.6,2024-05-06 00:00:00,519,419,0.27,519,1642,4.3,679,Memphis
520,Body Spray,Perfume and cologne,41.36,2023-09-26 00:00:00,520,138,0.3,520,1228,4.3,2559,Charlotte
521,White Wine,Wine,256.29,2024-02-04 00:00:00,521,87,0.46,521,1230,1.2,4917,Cape Coral
522,Rose Wine,Wine,359.35,2024-01-31 00:00:00,522,384,0.46,522,1364,1,120,Columbia
523,Red Wine,Wine,100.97,2024-04-04 00:00:00,523,302,0.34,523,802,3.7,2668,Louisville
524,Red Wine,Wine,161.81,2024-04-12 00:00:00,524,745,0.27,524,276,2,2359,Minneapolis
525,Rose Wine,Wine,47.55,2024-02-23 00:00:00,525,566,0.48,525,1571,4.5,2591,Charleston
526,White Wine,Wine,193.02,2024-01-27 00:00:00,526,96,0.16,526,828,2.1,2895,Charleston
527,White Wine,Wine,281.15,2024-03-17 00:00:00,527,424,0.43,527,1449,3,661,Queens
528,Red Wine,Wine,178.94,2023-12-30 00:00:00,528,725,0.15,528,1262,2.8,2942,Reno
529,Rose Wine,Wine,97.83,2023-10-09 00:00:00,529,623,0.06,529,1424,3.8,4590,Columbia
530,Sparkling Wine,Wine,432.86,2023-11-16 00:00:00,530,605,0.08,530,288,3.1,3089,Omaha
531,White Wine,Wine,91.22,2024-01-02 00:00:00,531,649,0.32,531,114,4.6,4729,Little Rock
532,Red Wine,Wine,113.83,2024-02-15 00:00:00,532,558,0.2,532,146,2.2,2294,Kansas City
533,Rose Wine,Wine,377.2,2024-05-24 00:00:00,533,508,0.21,533,1312,3.3,2410,Tucson
534,Rose Wine,Wine,351.25,2024-01-23 00:00:00,534,924,0.25,534,1522,3.8,448,Portland
535,White Wine,Wine,291.95,2023-07-28 00:00:00,535,204,0.35,535,244,1.1,238,Denton
536,Red Wine,Wine,175.23,2024-06-05 00:00:00,536,268,0.2,536,304,1.6,4166,Provo
537,White Wine,Wine,258.82,2023-10-05 00:00:00,537,573,0.4,537,1560,2.7,1776,Concord
538,Red Wine,Wine,209.98,2023-08-07 00:00:00,538,793,0.13,538,24,4.5,2463,Colorado Springs
539,Sparkling Wine,Wine,351.66,2023-06-14 00:00:00,539,597,0.42,539,498,4,504,Spokane
540,Rose Wine,Wine,149.9,2023-09-15 00:00:00,540,338,0.41,540,1960,3.1,3484,Bonita Springs
541,Rose Wine,Wine,16.55,2024-04-25 00:00:00,541,231,0.01,541,383,2.6,2104,Pittsburgh
542,White Wine,Wine,42.82,2023-07-13 00:00:00,542,750,0.27,542,291,4.5,2763,Little Rock
543,Sparkling Wine,Wine,277.34,2024-05-23 00:00:00,543,833,0.26,543,334,4.9,4177,Milwaukee
544,Sparkling Wine,Wine,471.85,2023-07-28 00:00:00,544,850,0.04,544,205,1.2,2370,Rochester
545,Sparkling Wine,Wine,43.67,2023-07-01 00:00:00,545,121,0.17,545,95,2.5,2890,Tucson
546,White Wine,Wine,116.66,2023-11-18 00:00:00,546,123,0.05,546,1527,3.6,670,Pittsburgh
547,Sparkling Wine,Wine,42.57,2023-07-30 00:00:00,547,313,0.39,547,1452,4.1,249,Chicago
548,Rose Wine,Wine,341.96,2024-05-14 00:00:00,548,484,0.1,548,43,4,3426,Sacramento
549,Rose Wine,Wine,93.24,2023-11-10 00:00:00,549,901,0.37,549,400,1.8,219,Bonita Springs
550,Rose Wine,Wine,302.61,2024-04-11 00:00:00,550,489,0.29,550,1493,3.6,803,Charleston
551,White Wine,Wine,160.38,2023-08-04 00:00:00,551,527,0.1,551,1082,2.7,53,Oklahoma City
552,Sparkling Wine,Wine,303.89,2023-11-18 00:00:00,552,715,0.36,552,394,4.4,2781,Port St. Lucie
553,Sparkling Wine,Wine,47.72,2023-11-01 00:00:00,553,857,0.23,553,1341,3.8,370,Bakersfield
554,Red Wine,Wine,143.25,2024-04-12 00:00:00,554,194,0.47,554,1245,3.8,4334,Bronx
555,Red Wine,Wine,269.07,2023-06-22 00:00:00,555,377,0.14,555,922,4.3,3988,Ogden
556,Rose Wine,Wine,139.67,2023-07-22 00:00:00,556,206,0.39,556,1814,3.6,974,Oklahoma City
557,Sparkling Wine,Wine,53.31,2023-12-30 00:00:00,557,160,0.22,557,768,3.8,203,Cincinnati
558,Rose Wine,Wine,139.36,2024-02-13 00:00:00,558,674,0.41,558,827,2.7,607,Concord
559,White Wine,Wine,336.76,2023-10-01 00:00:00,559,365,0.44,559,1767,2.3,2103,Omaha
560,Red Wine,Wine,223.85,2024-05-05 00:00:00,560,992,0.29,560,1791,3.7,2378,Detroit
561,Knee-High Socks,Socks,415.06,2023-07-01 00:00:00,561,798,0.4,561,572,4.6,956,Oakland
562,Ankle Socks,Socks,289.87,2023-12-08 00:00:00,562,880,0.48,562,458,2.2,2828,Tulsa
563,Wool Socks,Socks,394.03,2023-12-29 00:00:00,563,303,0.16,563,597,3.3,4603,Salt Lake City
564,Ankle Socks,Socks,384.53,2023-09-30 00:00:00,564,355,0.02,564,206,3.5,991,Jacksonville
565,Ankle Socks,Socks,12.62,2024-05-18 00:00:00,565,852,0.2,565,338,4.8,4804,Fresno
566,Knee-High Socks,Socks,495.43,2024-01-11 00:00:00,566,449,0.35,566,938,4,2730,Mesa
567,Knee-High Socks,Socks,289.05,2023-11-28 00:00:00,567,621,0.19,567,539,4.5,650,Buffalo
568,Ankle Socks,Socks,113.7,2023-12-25 00:00:00,568,561,0.32,568,1136,5,2827,Pittsburgh
569,Knee-High Socks,Socks,470.57,2024-04-18 00:00:00,569,906,0.42,569,1178,3,4383,Colorado Springs
570,Cotton Socks,Socks,192.83,2024-04-14 00:00:00,570,939,0.25,570,1448,4.8,2324,New Haven
571,Ankle Socks,Socks,487.38,2023-09-26 00:00:00,571,850,0.37,571,838,1.3,917,Reno
572,Wool Socks,Socks,97.88,2024-01-22 00:00:00,572,753,0.33,572,92,3.8,1749,Las Vegas
573,Cotton Socks,Socks,19.38,2023-08-21 00:00:00,573,58,0.35,573,779,4.1,374,St. Louis
574,Cotton Socks,Socks,345.99,2023-07-26 00:00:00,574,89,0.2,574,972,4.6,3255,Spokane
575,Wool Socks,Socks,418.56,2024-01-14 00:00:00,575,967,0.05,575,1834,3.6,1610,Louisville
576,Knee-High Socks,Socks,25.55,2023-07-30 00:00:00,576,339,0.44,576,1167,2.7,4735,Indianapolis
577,Ankle Socks,Socks,113.5,2023-11-10 00:00:00,577,951,0.1,577,1204,4.5,1262,Boise
578,Knee-High Socks,Socks,443.45,2023-10-17 00:00:00,578,211,0.11,578,464,1.5,4274,Rochester
579,Ankle Socks,Socks,486.96,2023-10-25 00:00:00,579,884,0.03,579,275,2.9,2654,New Haven
580,Wool Socks,Socks,487.92,2024-06-01 00:00:00,580,809,0.47,580,1938,4.3,3135,Atlanta
581,Cotton Socks,Socks,44.81,2024-04-21 00:00:00,581,275,0.03,581,727,1.8,762,Spokane
582,Ankle Socks,Socks,82.17,2024-04-17 00:00:00,582,807,0.06,582,235,4.9,2040,Minneapolis
583,Ankle Socks,Socks,401.16,2024-01-26 00:00:00,583,92,0.12,583,1083,2.3,903,Charleston
584,Ankle Socks,Socks,189.14,2024-03-18 00:00:00,584,991,0.49,584,1817,2.4,1036,San Jose
585,Knee-High Socks,Socks,81.99,2023-09-08 00:00:00,585,855,0.08,585,1494,2.4,2430,Allentown
586,Cotton Socks,Socks,416.36,2023-09-20 00:00:00,586,95,0.08,586,191,3.8,3373,Worcester
587,Knee-High Socks,Socks,158.78,2024-04-08 00:00:00,587,827,0.24,587,1168,2.2,3183,El Paso
588,Ankle Socks,Socks,492.27,2023-09-08 00:00:00,588,180,0.21,588,776,2.6,2153,Mesa
589,Wool Socks,Socks,180.06,2023-12-28 00:00:00,589,270,0.02,589,1526,3.2,2153,Mission Viejo
590,Wool Socks,Socks,494.83,2023-11-24 00:00:00,590,980,0.24,590,1743,4.6,3802,Madison
591,Ankle Socks,Socks,284.19,2023-08-22 00:00:00,591,47,0.2,591,1462,3.7,226,Cleveland
592,Knee-High Socks,Socks,213.91,2024-03-27 00:00:00,592,908,0.44,592,1252,3.1,2535,Memphis
593,Wool Socks,Socks,261.32,2023-09-05 00:00:00,593,131,0.49,593,1095,4.5,4405,Tampa
594,Wool Socks,Socks,334.22,2024-02-02 00:00:00,594,119,0.09,594,1757,1.6,1445,Buffalo
595,Wool Socks,Socks,209.21,2023-11-19 00:00:00,595,71,0.19,595,5,4.6,2294,Omaha
596,Knee-High Socks,Socks,400.89,2023-06-29 00:00:00,596,75,0.28,596,1822,2.5,698,Queens
597,Ankle Socks,Socks,175.45,2024-05-30 00:00:00,597,765,0.26,597,1619,5,2334,Tucson
598,Wool Socks,Socks,436.63,2023-09-13 00:00:00,598,499,0.38,598,1973,4.2,275,Mission Viejo
599,Knee-High Socks,Socks,248.2,2023-08-02 00:00:00,599,278,0.15,599,1799,4.7,4204,Atlanta
600,Cotton Socks,Socks,395.05,2024-06-10 00:00:00,600,155,0.38,600,1295,3.4,1520,Worcester
601,Silk Sheets,Bedsheets,220.69,2023-10-18 00:00:00,601,12,0.38,601,1756,3.4,870,Buffalo
602,Silk Sheets,Bedsheets,243.09,2024-02-17 00:00:00,602,566,0.32,602,1490,3.7,1647,Omaha
603,Linen Sheets,Bedsheets,456.2,2023-08-04 00:00:00,603,470,0.31,603,925,3,4660,Los Angeles
604,Bamboo Sheets,Bedsheets,464.91,2023-09-21 00:00:00,604,738,0.38,604,1743,5,1067,Oklahoma City
605,Bamboo Sheets,Bedsheets,34.31,2023-07-27 00:00:00,605,71,0.46,605,1291,3.9,2951,San Antonio
606,Linen Sheets,Bedsheets,402.71,2023-11-04 00:00:00,606,614,0.06,606,272,2.6,4234,Cincinnati
607,Cotton Sheets,Bedsheets,287.23,2023-12-03 00:00:00,607,341,0.03,607,1956,4.7,4485,Cleveland
608,Linen Sheets,Bedsheets,267.12,2024-01-15 00:00:00,608,370,0.17,608,816,4.1,4322,Bronx
609,Linen Sheets,Bedsheets,153.95,2024-01-17 00:00:00,609,667,0.3,609,1029,1.2,870,Madison
610,Bamboo Sheets,Bedsheets,165.6,2023-11-11 00:00:00,610,292,0.44,610,1603,4.4,3190,Bonita Springs
611,Silk Sheets,Bedsheets,457.34,2023-10-28 00:00:00,611,569,0.36,611,1128,2.4,307,Tampa
612,Linen Sheets,Bedsheets,223.47,2023-11-15 00:00:00,612,749,0.04,612,795,4.2,1378,Long Beach
613,Bamboo Sheets,Bedsheets,418.94,2024-01-27 00:00:00,613,719,0.23,613,1957,4.7,4567,New York
614,Linen Sheets,Bedsheets,89.77,2023-08-27 00:00:00,614,653,0.22,614,1534,3.4,1398,Cape Coral
615,Linen Sheets,Bedsheets,130.86,2023-06-18 00:00:00,615,72,0.38,615,1983,2.9,3049,Baltimore
616,Silk Sheets,Bedsheets,96.82,2024-01-01 00:00:00,616,282,0.03,616,270,2.2,1977,Austin
617,Bamboo Sheets,Bedsheets,433.83,2024-02-01 00:00:00,617,433,0.45,617,1494,2,2398,Cape Coral
618,Linen Sheets,Bedsheets,156.44,2024-01-15 00:00:00,618,600,0.36,618,1922,1.4,1269,Orlando
619,Cotton Sheets,Bedsheets,432.94,2024-01-21 00:00:00,619,480,0.06,619,1788,4.3,2044,Spokane
620,Silk Sheets,Bedsheets,156.97,2024-04-03 00:00:00,620,24,0.08,620,888,3.4,1325,Milwaukee
621,Cotton Sheets,Bedsheets,32.17,2023-10-29 00:00:00,621,963,0.29,621,660,1.9,470,Toledo
622,Silk Sheets,Bedsheets,266.34,2023-11-25 00:00:00,622,241,0.28,622,1203,3.8,3623,Brooklyn
623,Linen Sheets,Bedsheets,134.43,2023-10-19 00:00:00,623,692,0.23,623,55,4.1,3308,Hartford
624,Silk Sheets,Bedsheets,115.2,2023-08-10 00:00:00,624,513,0.37,624,1723,1.3,2799,Chicago
625,Silk Sheets,Bedsheets,433.1,2023-11-05 00:00:00,625,601,0.39,625,1991,1.9,4006,Nashville
626,Silk Sheets,Bedsheets,398.85,2024-04-21 00:00:00,626,494,0.07,626,542,1.1,1719,Indianapolis
627,Cotton Sheets,Bedsheets,349.09,2023-10-07 00:00:00,627,612,0.31,627,1856,2.8,4647,Austin
628,Linen Sheets,Bedsheets,347.49,2024-06-04 00:00:00,628,21,0.24,628,1231,4.6,1232,Grand Rapids
629,Silk Sheets,Bedsheets,404.8,2024-03-26 00:00:00,629,652,0.04,629,848,2.3,2649,Port St. Lucie
630,Cotton Sheets,Bedsheets,422.05,2023-09-03 00:00:00,630,71,0.4,630,1845,1.9,1262,Baton Rouge
631,Cotton Sheets,Bedsheets,234.97,2024-04-15 00:00:00,631,59,0.06,631,981,2.2,2722,McAllen
632,Cotton Sheets,Bedsheets,216.17,2024-04-14 00:00:00,632,985,0.2,632,709,3.4,3076,Austin
633,Bamboo Sheets,Bedsheets,313.43,2024-04-29 00:00:00,633,461,0.03,633,383,2.3,4621,Minneapolis
634,Linen Sheets,Bedsheets,261.03,2024-03-04 00:00:00,634,418,0.04,634,1938,4.1,1003,Boston
635,Linen Sheets,Bedsheets,207.57,2023-07-21 00:00:00,635,919,0.31,635,144,4.3,1895,Dallas
636,Linen Sheets,Bedsheets,481.51,2023-10-17 00:00:00,636,965,0.34,636,397,2.8,3212,Madison
637,Silk Sheets,Bedsheets,99.07,2023-07-02 00:00:00,637,911,0.02,637,428,1.6,4827,Columbia
638,Bamboo Sheets,Bedsheets,263.96,2023-12-24 00:00:00,638,757,0.16,638,1806,3.8,4866,New Orleans
639,Linen Sheets,Bedsheets,479.48,2024-03-01 00:00:00,639,582,0.47,639,370,1.9,3847,Wichita
640,Silk Sheets,Bedsheets,165.13,2023-11-28 00:00:00,640,457,0.16,640,881,2.1,2845,Colorado Springs
641,Framed Poster,Posters and artwork,219.94,2023-06-28 00:00:00,641,381,0.07,641,452,3.9,4266,Kansas City
642,Canvas Print,Posters and artwork,472.16,2024-02-27 00:00:00,642,92,0.46,642,287,1.9,3075,Orlando
643,Canvas Print,Posters and artwork,132.26,2024-02-21 00:00:00,643,740,0.45,643,1029,3.2,4552,Albany
644,Art Print,Posters and artwork,29.24,2023-07-11 00:00:00,644,810,0.49,644,1411,2.1,3722,Oakland
645,Framed Poster,Posters and artwork,113.33,2023-10-09 00:00:00,645,290,0.47,645,149,4.4,2501,Concord
646,Digital Art,Posters and artwork,232.66,2024-02-20 00:00:00,646,598,0.23,646,1553,4.1,2123,Allentown
647,Digital Art,Posters and artwork,469.88,2023-09-30 00:00:00,647,124,0.11,647,1070,1.7,1106,Bronx
648,Digital Art,Posters and artwork,214.42,2023-08-03 00:00:00,648,494,0.38,648,717,1.6,2415,Virginia Beach
649,Canvas Print,Posters and artwork,59.12,2023-09-20 00:00:00,649,354,0.3,649,1761,1.1,1357,San Francisco
650,Digital Art,Posters and artwork,125.15,2024-04-09 00:00:00,650,902,0.07,650,1471,4.3,4780,Port St. Lucie
651,Canvas Print,Posters and artwork,463.97,2024-05-25 00:00:00,651,330,0.21,651,1778,2.7,3066,Jacksonville
652,Digital Art,Posters and artwork,24.04,2024-03-28 00:00:00,652,430,0.12,652,297,3.3,4586,Jacksonville
653,Art Print,Posters and artwork,204.87,2023-09-23 00:00:00,653,922,0.35,653,71,4.9,4922,Baton Rouge
654,Digital Art,Posters and artwork,193.61,2024-05-26 00:00:00,654,11,0.21,654,1578,3.2,4987,Baltimore
655,Digital Art,Posters and artwork,119.92,2023-08-25 00:00:00,655,519,0.47,655,719,1.9,3028,Palm Bay
656,Art Print,Posters and artwork,34.77,2024-04-02 00:00:00,656,662,0.11,656,969,3.5,925,New Haven
657,Framed Poster,Posters and artwork,436.61,2023-09-11 00:00:00,657,910,0.2,657,1965,4,4290,Provo
658,Framed Poster,Posters and artwork,290.28,2023-09-05 00:00:00,658,310,0.08,658,1683,4.2,2074,Palm Bay
659,Canvas Print,Posters and artwork,179.81,2023-06-22 00:00:00,659,783,0.09,659,949,2.6,4319,Washington
660,Canvas Print,Posters and artwork,202.04,2024-05-21 00:00:00,660,829,0.49,660,1891,3.8,3498,Denton
661,Art Print,Posters and artwork,448.89,2024-04-23 00:00:00,661,440,0.07,661,1311,2.2,3406,Dallas
662,Canvas Print,Posters and artwork,32.19,2023-08-17 00:00:00,662,277,0.34,662,988,3.6,3748,Charleston
663,Canvas Print,Posters and artwork,24.71,2024-01-05 00:00:00,663,579,0.49,663,477,2.8,2182,San Jose
664,Art Print,Posters and artwork,383.22,2023-07-26 00:00:00,664,338,0.49,664,287,3,2462,Concord
665,Digital Art,Posters and artwork,211.48,2024-05-27 00:00:00,665,983,0.28,665,143,2.7,2363,Fort Worth
666,Canvas Print,Posters and artwork,21.53,2023-07-21 00:00:00,666,906,0.28,666,3,2.7,2176,Houston
667,Canvas Print,Posters and artwork,266.56,2023-07-27 00:00:00,667,224,0.25,667,991,2,3792,New York
668,Digital Art,Posters and artwork,113.06,2023-08-11 00:00:00,668,530,0.06,668,1319,4.1,1131,Akron
669,Digital Art,Posters and artwork,482.27,2023-08-12 00:00:00,669,489,0.44,669,181,1.5,194,Grand Rapids
670,Art Print,Posters and artwork,12.65,2023-08-19 00:00:00,670,792,0.01,670,777,1,3867,Sacramento
671,Art Print,Posters and artwork,168.67,2023-11-17 00:00:00,671,553,0.13,671,1269,3.6,1397,Detroit
672,Framed Poster,Posters and artwork,306.94,2024-01-04 00:00:00,672,282,0.37,672,161,4.4,2410,Portland
673,Canvas Print,Posters and artwork,301.13,2023-10-30 00:00:00,673,857,0.01,673,1887,2.6,4683,Queens
674,Art Print,Posters and artwork,23.65,2024-01-05 00:00:00,674,434,0.27,674,1431,3.5,4416,Pittsburgh
675,Framed Poster,Posters and artwork,483,2023-09-06 00:00:00,675,155,0.08,675,870,1.2,2660,New Orleans
676,Framed Poster,Posters and artwork,44,2023-07-16 00:00:00,676,909,0.4,676,313,1.4,1751,Rochester
677,Canvas Print,Posters and artwork,80.21,2023-11-08 00:00:00,677,847,0.5,677,439,3.9,2686,Atlanta
678,Art Print,Posters and artwork,341.42,2023-12-08 00:00:00,678,662,0,678,122,3.7,194,San Juan
679,Framed Poster,Posters and artwork,334.3,2023-07-11 00:00:00,679,990,0.02,679,395,3.5,3814,San Jose
680,Framed Poster,Posters and artwork,420.26,2023-12-26 00:00:00,680,799,0.41,680,1424,1.5,3629,Mesa
681,Soy Candle,Candles,460.01,2023-09-30 00:00:00,681,794,0.2,681,615,3.6,2156,Washington
682,Beeswax Candle,Candles,156.4,2024-03-21 00:00:00,682,286,0.16,682,475,4.6,1268,Bonita Springs
683,Soy Candle,Candles,16.32,2024-01-31 00:00:00,683,908,0.48,683,290,3.2,935,Bonita Springs
684,Scented Candle,Candles,281.02,2023-11-06 00:00:00,684,961,0.3,684,507,4.2,3861,Albuquerque
685,Scented Candle,Candles,201.05,2023-07-04 00:00:00,685,586,0.41,685,565,2.9,4703,Minneapolis
686,Beeswax Candle,Candles,270.62,2024-04-15 00:00:00,686,557,0.23,686,1918,4.5,3603,San Jose
687,Scented Candle,Candles,159.81,2024-02-21 00:00:00,687,851,0.34,687,28,2.6,3996,Baton Rouge
688,Beeswax Candle,Candles,188.69,2024-02-24 00:00:00,688,474,0.06,688,211,4,2756,Reno
689,Pillar Candle,Candles,379.2,2023-12-24 00:00:00,689,786,0.37,689,684,4.5,4085,Mission Viejo
690,Scented Candle,Candles,340.11,2023-07-06 00:00:00,690,51,0.25,690,876,4.1,1499,Worcester
691,Beeswax Candle,Candles,106.16,2023-08-18 00:00:00,691,751,0.14,691,1942,1.5,857,Indianapolis
692,Scented Candle,Candles,275.27,2023-11-18 00:00:00,692,751,0.05,692,779,1.3,4306,Birmingham
693,Beeswax Candle,Candles,42.68,2023-09-11 00:00:00,693,522,0.02,693,426,1.2,4506,Seattle
694,Pillar Candle,Candles,205.59,2024-04-21 00:00:00,694,576,0.49,694,327,3.4,1243,St. Louis
695,Soy Candle,Candles,447.88,2023-06-20 00:00:00,695,323,0.09,695,1689,1.3,3388,Wichita
696,Soy Candle,Candles,175.28,2023-09-17 00:00:00,696,820,0.16,696,1912,4.8,4141,Pittsburgh
697,Scented Candle,Candles,418.27,2023-08-12 00:00:00,697,629,0.31,697,1503,2.2,2163,Mission Viejo
698,Beeswax Candle,Candles,232.55,2023-08-04 00:00:00,698,790,0.16,698,746,2.6,2476,Bakersfield
699,Soy Candle,Candles,409.73,2023-09-13 00:00:00,699,333,0.03,699,347,2.9,2829,Baton Rouge
700,Beeswax Candle,Candles,231.35,2023-06-20 00:00:00,700,684,0.06,700,1240,2.4,3164,Omaha
701,Soy Candle,Candles,310.85,2023-11-08 00:00:00,701,505,0.03,701,1110,3.5,243,Manhattan
702,Soy Candle,Candles,367.94,2023-08-11 00:00:00,702,329,0.24,702,390,1.5,1192,Tampa
703,Soy Candle,Candles,435.4,2023-11-07 00:00:00,703,929,0.02,703,643,2.2,1211,Manhattan
704,Pillar Candle,Candles,280.66,2023-08-25 00:00:00,704,188,0.29,704,1788,3.4,4552,Houston
705,Soy Candle,Candles,269.69,2024-05-27 00:00:00,705,376,0.2,705,507,3.7,1869,Bridgeport
706,Beeswax Candle,Candles,84.21,2024-05-04 00:00:00,706,528,0.26,706,941,2.7,4516,San Francisco
707,Scented Candle,Candles,415.93,2024-03-14 00:00:00,707,267,0.41,707,1553,1.3,2155,Jacksonville
708,Scented Candle,Candles,105.65,2023-10-19 00:00:00,708,441,0.49,708,1113,3.7,2430,New Haven
709,Soy Candle,Candles,363.81,2023-10-02 00:00:00,709,18,0.26,709,606,1.2,2645,Houston
710,Scented Candle,Candles,15.14,2023-10-10 00:00:00,710,629,0.31,710,1446,4.6,1547,Miami
711,Scented Candle,Candles,16.32,2023-12-15 00:00:00,711,701,0.18,711,769,1.9,746,Fresno
712,Beeswax Candle,Candles,196.67,2023-12-09 00:00:00,712,134,0.45,712,1771,1.2,2306,Spokane
713,Scented Candle,Candles,419.33,2024-03-06 00:00:00,713,890,0.29,713,880,1.8,4675,Madison
714,Scented Candle,Candles,43.37,2023-12-10 00:00:00,714,133,0.23,714,502,1.9,4478,Grand Rapids
715,Scented Candle,Candles,212.93,2023-12-16 00:00:00,715,678,0.3,715,219,4.8,3981,Kansas City
716,Beeswax Candle,Candles,244.38,2024-05-01 00:00:00,716,415,0.41,716,196,1.1,3733,Baton Rouge
717,Scented Candle,Candles,266.47,2024-02-10 00:00:00,717,889,0.04,717,924,1.9,3878,Tampa
718,Beeswax Candle,Candles,80.05,2024-02-22 00:00:00,718,974,0.3,718,1419,4,28,San Antonio
719,Soy Candle,Candles,260.74,2023-12-20 00:00:00,719,519,0.42,719,339,2.9,903,Palm Bay
720,Pillar Candle,Candles,13.59,2023-08-01 00:00:00,720,332,0.5,720,8,1.1,3087,Allentown
721,Body Lotion,Bath and body,480.3,2023-09-08 00:00:00,721,838,0.02,721,1448,1.2,2062,San Antonio
722,Body Scrub,Bath and body,267.2,2023-08-11 00:00:00,722,490,0.29,722,1735,2.8,2313,Bakersfield
723,Body Scrub,Bath and body,492.18,2023-09-07 00:00:00,723,367,0.34,723,419,4.2,1517,Boise
724,Bath Salts,Bath and body,348.46,2023-07-14 00:00:00,724,529,0.46,724,1578,3.9,3096,Philadelphia
725,Body Scrub,Bath and body,47.61,2024-01-27 00:00:00,725,55,0.21,725,110,1,2226,Richmond
726,Body Scrub,Bath and body,329.96,2024-06-06 00:00:00,726,248,0.05,726,322,3.3,813,New Orleans
727,Body Scrub,Bath and body,481.95,2024-02-15 00:00:00,727,268,0.08,727,147,1.5,2476,New York
728,Body Lotion,Bath and body,400.78,2024-03-28 00:00:00,728,812,0.24,728,1854,3.7,2038,Phoenix
729,Bath Salts,Bath and body,224.16,2023-08-08 00:00:00,729,714,0.42,729,998,3.5,3510,Chicago
730,Body Lotion,Bath and body,438.41,2023-11-11 00:00:00,730,727,0.2,730,562,4.3,1451,Boston
731,Bath Salts,Bath and body,18.17,2023-08-28 00:00:00,731,731,0.21,731,698,1.8,4534,Mesa
732,Bath Salts,Bath and body,265.72,2024-03-06 00:00:00,732,176,0.48,732,1634,1.3,3197,Kansas City
