FactKey,ProductKey,DateKey,CityKey,Price,StockQuantity,Discount,Sales,Rating,NumReviews
476,12,20230909,63,129.73,376,0.12,661,3.0,3812
477,12,20230909,63,129.73,376,0.12,661,3.0,3812
478,4,20230909,31,349.03,160,0.01,397,3.6,4067
479,4,20230909,31,349.03,160,0.01,397,3.6,4067
480,87,20230909,11,259.39,24,0.48,631,2.8,693
481,87,20230909,11,259.39,24,0.48,631,2.8,693
482,23,20230910,85,226.59,861,0.07,132,2.3,2891
483,23,20230910,85,226.59,861,0.07,132,2.3,2891
484,86,20230910,60,407.23,702,0.31,314,4.8,3189
485,86,20230910,60,407.23,702,0.31,314,4.8,3189
486,65,20230911,74,436.61,910,0.20,1965,4.0,4290
487,65,20230911,74,436.61,910,0.20,1965,4.0,4290
488,37,20230911,32,483.46,82,0.49,898,1.5,4088
489,37,20230911,32,483.46,82,0.49,898,1.5,4088
490,70,20230911,15,42.68,522,0.02,426,1.2,4506
491,70,20230911,15,42.68,522,0.02,426,1.2,4506
492,76,20230912,74,49.97,9,0.26,755,1.4,1001
493,76,20230912,74,49.97,9,0.26,755,1.4,1001
494,12,20230912,42,82.39,918,0.26,1774,1.5,1646
495,12,20230912,42,82.39,918,0.26,1774,1.5,1646
496,43,20230912,24,379.47,727,0.47,1827,1.1,3976
497,43,20230912,24,379.47,727,0.47,1827,1.1,3976
498,59,20230913,78,436.63,499,0.38,1973,4.2,275
499,59,20230913,78,436.63,499,0.38,1973,4.2,275
500,42,20230913,62,90.97,865,0.24,434,3.3,1134
501,42,20230913,62,90.97,865,0.24,434,3.3,1134
502,12,20230913,30,183.53,27,0.01,1976,2.6,4580
503,12,20230913,30,183.53,27,0.01,1976,2.6,4580
504,49,20230914,42,208.82,309,0.30,752,1.9,4308
505,49,20230914,42,208.82,309,0.30,752,1.9,4308
506,27,20230914,7,339.06,742,0.43,1012,1.4,4551
507,27,20230914,7,339.06,742,0.43,1012,1.4,4551
508,81,20230915,83,240.94,291,0.26,12,2.9,4734
509,81,20230915,83,240.94,291,0.26,12,2.9,4734
510,39,20230916,62,212.25,880,0.02,855,4.2,595
511,39,20230916,62,212.25,880,0.02,855,4.2,595
512,93,20230916,4,119.57,655,0.22,540,4.4,3665
513,93,20230916,4,119.57,655,0.22,540,4.4,3665
514,69,20230917,54,175.28,820,0.16,1912,4.8,4141
515,69,20230917,54,175.28,820,0.16,1912,4.8,4141
516,38,20230918,83,203.34,583,0.45,1132,2.7,3403
517,38,20230918,83,203.34,583,0.45,1132,2.7,3403
518,83,20230918,10,335.02,698,0.47,1206,4.4,1299
519,83,20230918,10,335.02,698,0.47,1206,4.4,1299
520,66,20230920,19,59.12,354,0.30,1761,1.1,1357
521,66,20230920,19,59.12,354,0.30,1761,1.1,1357
522,63,20230921,63,464.91,738,0.38,1743,5.0,1067
523,63,20230921,63,464.91,738,0.38,1743,5.0,1067
524,12,20230921,36,167.95,318,0.34,784,4.2,320
525,12,20230921,36,167.95,318,0.34,784,4.2,320
526,1,20230921,6,93.56,600,0.48,241,1.3,2435
527,1,20230921,6,93.56,600,0.48,241,1.3,2435
528,5,20230922,43,194.86,34,0.17,89,1.2,753
529,5,20230922,43,194.86,34,0.17,89,1.2,753
530,16,20230922,6,301.57,578,0.44,1627,2.4,3300
531,16,20230922,6,301.57,578,0.44,1627,2.4,3300
532,25,20230923,35,154.69,297,0.46,1107,4.2,444
533,25,20230923,35,154.69,297,0.46,1107,4.2,444
534,31,20230923,18,492.00,328,0.39,1517,2.0,4244
535,31,20230923,18,492.00,328,0.39,1517,2.0,4244
536,97,20230924,65,104.23,69,0.42,1269,2.9,3257
537,97,20230924,65,104.23,69,0.42,1269,2.9,3257
538,83,20230924,30,485.21,11,0.38,865,3.9,641
539,83,20230924,30,485.21,11,0.38,865,3.9,641
540,36,20230924,24,56.13,96,0.20,226,2.4,1067
541,36,20230924,24,56.13,96,0.20,226,2.4,1067
542,24,20230924,2,224.92,577,0.30,931,3.9,3811
543,24,20230924,2,224.92,577,0.30,931,3.9,3811
544,19,20230925,82,31.74,520,0.16,1560,4.4,4265
545,19,20230925,82,31.74,520,0.16,1560,4.4,4265
546,23,20230925,73,90.13,27,0.13,1252,2.6,2040
547,23,20230925,73,90.13,27,0.13,1252,2.6,2040
548,17,20230925,18,198.20,258,0.41,1540,1.1,2553
549,17,20230925,18,198.20,258,0.41,1540,1.1,2553
550,58,20230926,90,487.38,850,0.37,838,1.3,917
551,58,20230926,90,487.38,850,0.37,838,1.3,917
552,86,20230926,87,426.75,632,0.16,104,4.0,3134
553,86,20230926,87,426.75,632,0.16,104,4.0,3134
554,50,20230926,17,41.36,138,0.30,1228,4.3,2559
555,50,20230926,17,41.36,138,0.30,1228,4.3,2559
556,4,20230927,19,63.93,632,0.41,1768,1.9,4029
557,4,20230927,19,63.93,632,0.41,1768,1.9,4029
558,90,20230927,16,308.74,335,0.28,1570,4.7,3957
559,90,20230927,16,308.74,335,0.28,1570,4.7,3957
560,82,20230928,53,218.23,454,0.22,1236,2.5,2623
561,82,20230928,53,218.23,454,0.22,1236,2.5,2623
562,45,20230928,47,141.12,524,0.19,1815,4.3,4653
563,45,20230928,47,141.12,524,0.19,1815,4.3,4653
564,8,20230928,42,255.51,15,0.04,1782,3.2,4611
565,8,20230928,42,255.51,15,0.04,1782,3.2,4611
566,1,20230928,2,235.03,663,0.33,1332,2.3,2919
567,1,20230928,2,235.03,663,0.33,1332,2.3,2919
568,15,20230929,69,307.29,295,0.42,778,2.7,3533
569,15,20230929,69,307.29,295,0.42,778,2.7,3533
570,58,20230930,73,384.53,355,0.02,206,3.5,991
571,58,20230930,73,384.53,355,0.02,206,3.5,991
572,69,20230930,60,460.01,794,0.20,615,3.6,2156
573,69,20230930,60,460.01,794,0.20,615,3.6,2156
574,5,20230930,32,482.17,252,0.19,1184,4.4,190
575,5,20230930,32,482.17,252,0.19,1184,4.4,190
576,68,20230930,29,469.88,124,0.11,1070,1.7,1106
577,68,20230930,29,469.88,124,0.11,1070,1.7,1106
578,13,20231001,62,434.83,758,0.13,442,2.6,4408
579,13,20231001,62,434.83,758,0.13,442,2.6,4408
580,53,20231001,50,336.76,365,0.44,1767,2.3,2103
581,53,20231001,50,336.76,365,0.44,1767,2.3,2103
582,2,20231001,23,280.92,202,0.18,400,3.4,3510
583,2,20231001,23,280.92,202,0.18,400,3.4,3510
584,46,20231001,15,305.50,612,0.19,1179,4.3,3619
585,46,20231001,15,305.50,612,0.19,1179,4.3,3619
586,97,20231002,91,409.36,600,0.05,991,2.0,550
587,92,20231002,71,433.08,81,0.43,821,1.6,988
588,92,20231002,71,433.08,81,0.43,821,1.6,988
589,90,20231002,42,377.28,235,0.03,1284,3.8,2302
590,90,20231002,42,377.28,235,0.03,1284,3.8,2302
591,25,20231002,33,122.82,649,0.13,1100,1.8,1546
592,25,20231002,33,122.82,649,0.13,1100,1.8,1546
593,31,20231002,16,245.68,697,0.28,899,3.6,4431
594,31,20231002,16,245.68,697,0.28,899,3.6,4431
595,69,20231002,8,363.81,18,0.26,606,1.2,2645
596,69,20231002,8,363.81,18,0.26,606,1.2,2645
597,79,20231003,51,466.92,115,0.23,1391,4.7,610
598,79,20231003,51,466.92,115,0.23,1391,4.7,610
599,24,20231005,77,258.55,275,0.49,1239,1.2,4585
600,24,20231005,77,258.55,275,0.49,1239,1.2,4585
601,33,20231005,74,69.96,145,0.19,1136,3.9,2528
602,33,20231005,74,69.96,145,0.19,1136,3.9,2528
603,53,20231005,59,258.82,573,0.40,1560,2.7,1776
604,53,20231005,59,258.82,573,0.40,1560,2.7,1776
605,18,20231006,77,31.64,918,0.28,1109,3.4,400
606,18,20231006,77,31.64,918,0.28,1109,3.4,400
607,82,20231006,21,170.91,651,0.24,519,2.9,2942
608,82,20231006,21,170.91,651,0.24,519,2.9,2942
609,97,20231007,47,311.98,392,0.31,1172,1.2,3985
610,97,20231007,47,311.98,392,0.31,1172,1.2,3985
611,9,20231007,19,490.43,858,0.05,1331,3.4,1358
612,9,20231007,19,490.43,858,0.05,1331,3.4,1358
613,90,20231007,16,186.24,240,0.03,769,3.7,1767
614,90,20231007,16,186.24,240,0.03,769,3.7,1767
615,64,20231007,3,349.09,612,0.31,1856,2.8,4647
616,64,20231007,3,349.09,612,0.31,1856,2.8,4647
617,98,20231008,67,347.70,75,0.41,961,2.4,4994
618,98,20231008,67,347.70,75,0.41,961,2.4,4994
619,49,20231008,65,230.05,946,0.44,890,3.4,4757
620,49,20231008,65,230.05,946,0.44,890,3.4,4757
621,77,20231008,58,339.08,825,0.02,70,1.1,4961
622,77,20231008,58,339.08,825,0.02,70,1.1,4961
623,36,20231008,17,179.50,638,0.12,671,2.3,3141
624,36,20231008,17,179.50,638,0.12,671,2.3,3141
625,84,20231009,78,371.58,78,0.25,987,3.4,3276
626,84,20231009,78,371.58,78,0.25,987,3.4,3276
627,65,20231009,59,113.33,290,0.47,149,4.4,2501
628,65,20231009,59,113.33,290,0.47,149,4.4,2501
629,54,20231009,14,97.83,623,0.06,1424,3.8,4590
630,54,20231009,14,97.83,623,0.06,1424,3.8,4590
631,81,20231010,88,59.28,802,0.43,1020,2.6,595
632,81,20231010,88,59.28,802,0.43,1020,2.6,595
633,71,20231010,82,15.14,629,0.31,1446,4.6,1547
634,71,20231010,82,15.14,629,0.31,1446,4.6,1547
635,35,20231010,54,100.27,618,0.16,989,4.6,687
636,35,20231010,54,100.27,618,0.16,989,4.6,687
637,18,20231011,75,44.31,957,0.04,317,1.0,4124
638,18,20231011,75,44.31,957,0.04,317,1.0,4124
639,74,20231011,27,134.72,346,0.13,648,2.9,2387
640,74,20231011,27,134.72,346,0.13,648,2.9,2387
641,36,20231011,16,297.05,848,0.46,562,3.3,2757
642,36,20231011,16,297.05,848,0.46,562,3.3,2757
643,80,20231011,8,213.77,93,0.21,596,1.3,3639
644,80,20231011,8,213.77,93,0.21,596,1.3,3639
645,49,20231012,42,488.73,794,0.22,1442,1.4,369
646,49,20231012,42,488.73,794,0.22,1442,1.4,369
647,24,20231013,85,90.36,523,0.08,1324,2.8,2134
648,24,20231013,85,90.36,523,0.08,1324,2.8,2134
649,97,20231013,43,111.33,944,0.48,63,4.7,1865
650,97,20231013,43,111.33,944,0.48,63,4.7,1865
651,47,20231014,66,175.30,558,0.03,685,3.9,1592
652,47,20231014,66,175.30,558,0.03,685,3.9,1592
653,28,20231014,12,217.63,914,0.31,992,3.7,145
654,28,20231014,12,217.63,914,0.31,992,3.7,145
655,100,20231015,47,37.31,550,0.25,1711,4.6,3788
656,100,20231015,47,37.31,550,0.25,1711,4.6,3788
657,46,20231015,37,204.94,671,0.26,326,4.7,2176
658,46,20231015,37,204.94,671,0.26,326,4.7,2176
659,74,20231015,29,73.01,663,0.02,1983,3.3,1248
660,74,20231015,29,73.01,663,0.02,1983,3.3,1248
661,62,20231017,56,481.51,965,0.34,397,2.8,3212
662,62,20231017,56,481.51,965,0.34,397,2.8,3212
663,44,20231017,2,251.24,81,0.22,1710,3.3,3802
664,44,20231017,2,251.24,81,0.22,1710,3.3,3802
665,61,20231018,27,220.69,12,0.38,1756,3.4,870
666,61,20231018,27,220.69,12,0.38,1756,3.4,870
667,82,20231018,19,387.18,338,0.17,1532,4.9,2831
668,82,20231018,19,387.18,338,0.17,1532,4.9,2831
669,71,20231019,83,105.65,441,0.49,1113,3.7,2430
670,71,20231019,83,105.65,441,0.49,1113,3.7,2430
671,28,20231019,76,393.19,803,0.15,113,3.8,3725
672,28,20231019,76,393.19,803,0.15,113,3.8,3725
673,10,20231019,66,90.49,409,0.45,600,4.3,77
674,10,20231019,66,90.49,409,0.45,600,4.3,77
675,28,20231019,40,10.61,979,0.24,1565,2.2,3719
676,28,20231019,40,10.61,979,0.24,1565,2.2,3719
677,62,20231019,16,134.43,692,0.23,55,4.1,3308
678,62,20231019,16,134.43,692,0.23,55,4.1,3308
679,2,20231019,10,170.00,701,0.16,719,3.3,1275
680,2,20231019,10,170.00,701,0.16,719,3.3,1275
681,43,20231020,82,343.57,146,0.26,619,2.9,882
682,43,20231020,82,343.57,146,0.26,619,2.9,882
683,2,20231020,3,417.90,459,0.31,252,1.8,1184
684,2,20231020,3,417.90,459,0.31,252,1.8,1184
685,13,20231021,66,373.43,358,0.11,1301,3.8,1304
686,13,20231021,66,373.43,358,0.11,1301,3.8,1304
687,8,20231021,46,487.38,132,0.37,732,5.0,4729
688,8,20231021,46,487.38,132,0.37,732,5.0,4729
689,30,20231021,26,283.33,202,0.16,661,1.7,1759
690,30,20231021,26,283.33,202,0.16,661,1.7,1759
691,37,20231023,32,236.80,317,0.20,1845,2.8,703
692,37,20231023,32,236.80,317,0.20,1845,2.8,703
693,31,20231024,87,332.93,16,0.48,276,4.2,2711
694,31,20231024,87,332.93,16,0.48,276,4.2,2711
695,30,20231024,73,58.06,563,0.12,593,3.0,545
696,30,20231024,73,58.06,563,0.12,593,3.0,545
697,73,20231024,18,99.58,984,0.45,1013,4.8,2352
698,73,20231024,18,99.58,984,0.45,1013,4.8,2352
699,58,20231025,83,486.96,884,0.03,275,2.9,2654
700,58,20231025,83,486.96,884,0.03,275,2.9,2654
701,85,20231025,74,194.17,777,0.23,1320,4.3,4150
702,85,20231025,74,194.17,777,0.23,1320,4.3,4150
703,96,20231025,49,177.69,579,0.21,1164,4.9,4525
704,96,20231025,49,177.69,579,0.21,1164,4.9,4525
705,100,20231025,28,269.34,662,0.17,800,3.3,2513
706,100,20231025,28,269.34,662,0.17,800,3.3,2513
707,2,20231025,18,403.80,330,0.16,1371,1.7,1981
708,2,20231025,18,403.80,330,0.16,1371,1.7,1981
709,1,20231025,13,107.43,288,0.30,1513,3.8,4514
710,1,20231025,13,107.43,288,0.30,1513,3.8,4514
711,44,20231027,36,190.67,454,0.38,209,2.5,891
712,44,20231027,36,190.67,454,0.38,209,2.5,891
713,100,20231028,81,152.28,752,0.34,1962,1.3,2850
714,100,20231028,81,152.28,752,0.34,1962,1.3,2850
715,61,20231028,76,457.34,569,0.36,1128,2.4,307
716,61,20231028,76,457.34,569,0.36,1128,2.4,307
717,97,20231029,80,92.74,880,0.02,1295,2.8,3454
718,97,20231029,80,92.74,880,0.02,1295,2.8,3454
719,64,20231029,31,32.17,963,0.29,660,1.9,470
720,64,20231029,31,32.17,963,0.29,660,1.9,470
721,19,20231030,40,20.84,946,0.13,1561,2.3,3999
722,19,20231030,40,20.84,946,0.13,1561,2.3,3999
723,4,20231030,24,299.04,437,0.45,26,4.9,562
724,4,20231030,24,299.04,437,0.45,26,4.9,562
725,85,20231030,21,207.49,311,0.06,481,3.5,4379
726,85,20231030,21,207.49,311,0.06,481,3.5,4379
727,46,20231030,13,82.18,565,0.21,421,1.0,2295
728,46,20231030,13,82.18,565,0.21,421,1.0,2295
729,66,20231030,2,301.13,857,0.01,1887,2.6,4683
730,66,20231030,2,301.13,857,0.01,1887,2.6,4683
731,97,20231031,89,345.37,25,0.24,1346,3.0,2975
732,97,20231031,89,345.37,25,0.24,1346,3.0,2975
733,56,20231101,89,47.72,857,0.23,1341,3.8,370
734,56,20231101,89,47.72,857,0.23,1341,3.8,370
735,9,20231101,12,439.56,800,0.39,145,3.2,1015
736,9,20231101,12,439.56,800,0.39,145,3.2,1015
737,5,20231102,43,200.71,264,0.16,717,1.0,4171
738,5,20231102,43,200.71,264,0.16,717,1.0,4171
739,9,20231102,22,449.42,542,0.21,547,1.3,242
740,9,20231102,22,449.42,542,0.21,547,1.3,242
741,82,20231102,1,55.43,912,0.06,957,3.1,4729
742,82,20231102,1,55.43,912,0.06,957,3.1,4729
743,81,20231103,89,253.65,523,0.42,1269,1.7,3089
744,81,20231103,89,253.65,523,0.42,1269,1.7,3089
745,38,20231103,17,16.08,738,0.11,333,2.9,4916
746,38,20231103,17,16.08,738,0.11,333,2.9,4916
747,77,20231103,2,96.79,20,0.34,1894,1.0,687
748,77,20231103,2,96.79,20,0.34,1894,1.0,687
749,62,20231104,20,402.71,614,0.06,272,2.6,4234
750,62,20231104,20,402.71,614,0.06,272,2.6,4234
751,61,20231105,81,433.10,601,0.39,1991,1.9,4006
752,61,20231105,81,433.10,601,0.39,1991,1.9,4006
753,33,20231105,55,331.91,875,0.02,1365,4.8,1431
754,33,20231105,55,331.91,875,0.02,1365,4.8,1431
755,25,20231105,13,471.03,68,0.29,1981,4.3,1327
756,25,20231105,13,471.03,68,0.29,1981,4.3,1327
757,52,20231106,72,60.53,680,0.37,1497,3.2,1341
758,52,20231106,72,60.53,680,0.37,1497,3.2,1341
759,38,20231106,50,396.34,114,0.45,1274,3.7,2257
760,38,20231106,50,396.34,114,0.45,1274,3.7,2257
761,85,20231106,49,312.14,852,0.23,236,1.2,1244
762,85,20231106,49,312.14,852,0.23,236,1.2,1244
763,78,20231106,10,103.16,709,0.04,178,4.3,3548
764,78,20231106,10,103.16,709,0.04,178,4.3,3548
765,71,20231106,1,281.02,961,0.30,507,4.2,3861
766,71,20231106,1,281.02,961,0.30,507,4.2,3861
767,69,20231107,69,435.40,929,0.02,643,2.2,1211
768,69,20231107,69,435.40,929,0.02,643,2.2,1211
769,89,20231107,32,466.42,688,0.49,1412,2.4,3055
770,89,20231107,32,466.42,688,0.49,1412,2.4,3055
771,4,20231107,22,256.31,637,0.07,1707,1.2,3474
772,4,20231107,22,256.31,637,0.07,1707,1.2,3474
773,69,20231108,69,310.85,505,0.03,1110,3.5,243
774,69,20231108,69,310.85,505,0.03,1110,3.5,243
775,66,20231108,49,80.21,847,0.50,439,3.9,2686
776,66,20231108,49,80.21,847,0.50,439,3.9,2686
777,95,20231108,22,265.23,111,0.41,35,2.9,546
778,95,20231108,22,265.23,111,0.41,35,2.9,546
779,13,20231109,48,252.05,908,0.06,227,4.0,2853
780,13,20231109,48,252.05,908,0.06,227,4.0,2853
781,95,20231110,91,483.61,938,0.42,839,2.8,1840
782,58,20231110,44,113.50,951,0.10,1204,4.5,1262
783,58,20231110,44,113.50,951,0.10,1204,4.5,1262
784,96,20231110,29,208.68,102,0.45,177,4.9,1505
785,96,20231110,29,208.68,102,0.45,177,4.9,1505
786,1,20231110,1,400.31,20,0.08,466,1.7,3772
787,44,20231110,1,81.15,926,0.12,294,3.8,2158
788,1,20231110,1,400.31,20,0.08,466,1.7,3772
789,44,20231110,1,81.15,926,0.12,294,3.8,2158
790,21,20231111,84,152.91,101,0.45,778,3.8,2043
791,21,20231111,84,152.91,101,0.45,778,3.8,2043
792,74,20231111,69,320.07,557,0.01,1462,4.1,684
793,74,20231111,69,320.07,557,0.01,1462,4.1,684
794,73,20231111,61,438.41,727,0.20,562,4.3,1451
795,73,20231111,61,438.41,727,0.20,562,4.3,1451
796,45,20231111,55,278.01,728,0.15,1068,4.3,3030
797,45,20231111,55,278.01,728,0.15,1068,4.3,3030
798,90,20231111,54,448.91,270,0.02,1723,1.1,3336
799,90,20231111,54,448.91,270,0.02,1723,1.1,3336
800,84,20231111,36,246.31,396,0.35,1108,1.2,2985
801,84,20231111,36,246.31,396,0.35,1108,1.2,2985
802,83,20231113,74,227.45,876,0.44,1577,2.1,585
803,83,20231113,74,227.45,876,0.44,1577,2.1,585
804,97,20231113,61,255.92,160,0.07,1969,2.8,1781
805,97,20231113,61,255.92,160,0.07,1969,2.8,1781
806,50,20231113,55,14.44,42,0.32,169,3.4,3856
807,50,20231113,55,14.44,42,0.32,169,3.4,3856
808,16,20231114,48,100.39,140,0.20,434,2.2,1759
809,16,20231114,48,100.39,140,0.20,434,2.2,1759
810,44,20231114,17,73.50,605,0.13,1875,3.7,4888
811,44,20231114,17,73.50,605,0.13,1875,3.7,4888
812,33,20231114,13,341.47,59,0.16,1342,4.2,3259
813,33,20231114,13,341.47,59,0.16,1342,4.2,3259
814,13,20231115,68,173.41,601,0.46,385,2.6,536
815,13,20231115,68,173.41,601,0.46,385,2.6,536
816,19,20231115,40,387.78,704,0.03,1143,3.8,885
817,19,20231115,40,387.78,704,0.03,1143,3.8,885
818,95,20231116,59,339.69,367,0.15,1984,3.0,4631
819,95,20231116,59,339.69,367,0.15,1984,3.0,4631
820,56,20231116,50,432.86,605,0.08,288,3.1,3089
821,56,20231116,50,432.86,605,0.08,288,3.1,3089
822,13,20231116,37,248.84,735,0.21,1138,4.6,4223
823,13,20231116,37,248.84,735,0.21,1138,4.6,4223
824,93,20231117,74,331.20,947,0.36,524,1.2,258
825,93,20231117,74,331.20,947,0.36,524,1.2,258
826,67,20231117,62,168.67,553,0.13,1269,3.6,1397
827,67,20231117,62,168.67,553,0.13,1269,3.6,1397
828,97,20231117,54,311.10,296,0.17,1196,4.6,332
829,97,20231117,54,311.10,296,0.17,1196,4.6,332
830,3,20231117,29,451.20,232,0.17,815,3.5,2056
831,3,20231117,29,451.20,232,0.17,815,3.5,2056
832,71,20231118,87,275.27,751,0.05,779,1.3,4306
833,71,20231118,87,275.27,751,0.05,779,1.3,4306
834,78,20231118,75,421.60,758,0.50,1317,2.4,2449
835,78,20231118,75,421.60,758,0.50,1317,2.4,2449
836,56,20231118,68,303.89,715,0.36,394,4.4,2781
837,56,20231118,68,303.89,715,0.36,394,4.4,2781
838,53,20231118,54,116.66,123,0.05,1527,3.6,670
839,53,20231118,54,116.66,123,0.05,1527,3.6,670
840,95,20231118,44,255.30,570,0.32,1973,4.6,2063
841,95,20231118,44,255.30,570,0.32,1973,4.6,2063
842,1,20231118,16,359.49,766,0.13,794,4.0,502
843,1,20231118,16,359.49,766,0.13,794,4.0,502
844,11,20231118,5,11.27,624,0.30,1715,4.5,2055
845,11,20231118,5,11.27,624,0.30,1715,4.5,2055
846,80,20231119,90,187.86,662,0.31,1525,4.5,3699
847,80,20231119,90,187.86,662,0.31,1525,4.5,3699
848,59,20231119,50,209.21,71,0.19,5,4.6,2294
849,59,20231119,50,209.21,71,0.19,5,4.6,2294
850,48,20231120,46,158.43,156,0.12,411,1.3,488
851,48,20231120,46,158.43,156,0.12,411,1.3,488
852,91,20231121,70,279.67,3,0.42,959,3.1,2205
853,91,20231121,70,279.67,3,0.42,959,3.1,2205
854,23,20231121,62,449.15,358,0.31,552,3.4,3144
855,23,20231121,62,449.15,358,0.31,552,3.4,3144
856,96,20231121,59,26.86,187,0.30,809,3.5,810
857,96,20231121,59,26.86,187,0.30,809,3.5,810
858,7,20231121,6,66.88,749,0.49,452,1.2,2141
859,7,20231121,6,66.88,749,0.49,452,1.2,2141
860,6,20231122,53,489.17,148,0.02,1236,3.2,4910
861,44,20231122,53,433.14,416,0.28,406,3.4,1610
862,6,20231122,53,489.17,148,0.02,1236,3.2,4910
863,44,20231122,53,433.14,416,0.28,406,3.4,1610
864,91,20231122,51,498.86,371,0.33,1893,2.1,4124
865,91,20231122,51,498.86,371,0.33,1893,2.1,4124
866,16,20231123,73,179.14,853,0.39,592,4.1,3577
867,16,20231123,73,179.14,853,0.39,592,4.1,3577
868,9,20231123,56,408.32,22,0.38,676,5.0,1460
869,9,20231123,56,408.32,22,0.38,676,5.0,1460
870,51,20231123,52,145.40,391,0.03,1692,2.7,4664
871,51,20231123,52,145.40,391,0.03,1692,2.7,4664
872,33,20231124,89,372.25,935,0.00,1070,1.4,4578
873,33,20231124,89,372.25,935,0.00,1070,1.4,4578
874,15,20231124,74,138.51,957,0.48,481,3.4,3920
875,15,20231124,74,138.51,957,0.48,481,3.4,3920
876,38,20231124,63,265.51,868,0.30,1952,1.3,1299
877,38,20231124,63,265.51,868,0.30,1952,1.3,1299
878,59,20231124,56,494.83,980,0.24,1743,4.6,3802
879,59,20231124,56,494.83,980,0.24,1743,4.6,3802
880,94,20231125,65,469.45,198,0.10,532,2.4,4724
881,94,20231125,65,469.45,198,0.10,532,2.4,4724
882,18,20231126,81,440.77,61,0.31,1176,4.8,10
883,18,20231126,81,440.77,61,0.31,1176,4.8,10
884,33,20231127,85,370.47,117,0.32,400,5.0,1019
885,33,20231127,85,370.47,117,0.32,400,5.0,1019
886,19,20231127,80,343.03,804,0.39,938,1.9,2041
887,19,20231127,80,343.03,804,0.39,938,1.9,2041
888,34,20231127,48,207.95,176,0.27,965,3.2,3669
889,34,20231127,48,207.95,176,0.27,965,3.2,3669
890,61,20231128,88,165.13,457,0.16,881,2.1,2845
891,61,20231128,88,165.13,457,0.16,881,2.1,2845
892,45,20231128,74,122.06,748,0.11,1603,4.8,2401
893,45,20231128,74,122.06,748,0.11,1603,4.8,2401
894,88,20231128,35,434.92,550,0.20,428,4.8,1104
895,88,20231128,35,434.92,550,0.20,428,4.8,1104
896,74,20231128,34,112.75,668,0.15,178,4.9,1174
897,74,20231128,34,112.75,668,0.15,178,4.9,1174
898,57,20231128,27,289.05,621,0.19,539,4.5,650
899,57,20231128,27,289.05,621,0.19,539,4.5,650
900,40,20231129,38,202.56,439,0.08,6,3.1,3361
901,40,20231129,38,202.56,439,0.08,6,3.1,3361
902,47,20231130,8,428.96,474,0.03,270,1.8,3576
903,47,20231130,8,428.96,474,0.03,270,1.8,3576
904,21,20231202,16,102.29,494,0.09,1825,3.9,4612
905,21,20231202,16,102.29,494,0.09,1825,3.9,4612
906,17,20231203,83,379.31,483,0.03,730,4.2,1887
907,17,20231203,83,379.31,483,0.03,730,4.2,1887
908,9,20231203,55,326.96,731,0.18,739,2.6,539
909,9,20231203,55,326.96,731,0.18,739,2.6,539
910,80,20231203,51,488.13,888,0.09,1105,2.5,2381
911,80,20231203,51,488.13,888,0.09,1105,2.5,2381
912,10,20231203,50,24.10,577,0.40,102,4.0,3981
913,10,20231203,50,24.10,577,0.40,102,4.0,3981
914,64,20231203,7,287.23,341,0.03,1956,4.7,4485
915,64,20231203,7,287.23,341,0.03,1956,4.7,4485
916,32,20231204,63,315.71,689,0.07,1651,3.1,3302
917,32,20231204,63,315.71,689,0.07,1651,3.1,3302
918,78,20231205,70,33.13,803,0.12,1614,4.8,4657
919,78,20231205,70,33.13,803,0.12,1614,4.8,4657
920,39,20231205,52,92.85,141,0.43,839,2.6,2597
921,39,20231205,52,92.85,141,0.43,839,2.6,2597
922,15,20231205,39,302.73,905,0.46,921,3.4,454
923,15,20231205,39,302.73,905,0.46,921,3.4,454
924,3,20231205,4,152.70,475,0.49,1806,3.4,2047
925,3,20231205,4,152.70,475,0.49,1806,3.4,2047
926,29,20231206,16,114.62,43,0.37,1706,3.0,4183
927,29,20231206,16,114.62,43,0.37,1706,3.0,4183
928,43,20231206,8,425.01,836,0.26,1517,4.6,2490
929,43,20231206,8,425.01,836,0.26,1517,4.6,2490
930,47,20231207,70,223.94,281,0.42,1132,3.3,2635
931,47,20231207,70,223.94,281,0.42,1132,3.3,2635
932,77,20231207,24,193.66,105,0.06,227,3.5,2331
933,77,20231207,24,193.66,105,0.06,227,3.5,2331
934,67,20231208,35,341.42,662,0.00,122,3.7,194
935,67,20231208,35,341.42,662,0.00,122,3.7,194
936,58,20231208,30,289.87,880,0.48,458,2.2,2828
937,58,20231208,30,289.87,880,0.48,458,2.2,2828
938,7,20231208,6,195.09,879,0.19,396,3.1,595
939,7,20231208,6,195.09,879,0.19,396,3.1,595
940,46,20231209,78,383.53,686,0.11,1627,2.8,2831
941,46,20231209,78,383.53,686,0.11,1627,2.8,2831
942,70,20231209,21,196.67,134,0.45,1771,1.2,2306
943,70,20231209,21,196.67,134,0.45,1771,1.2,2306
944,96,20231210,69,438.62,99,0.44,1597,3.9,4067
945,96,20231210,69,438.62,99,0.44,1597,3.9,4067
946,85,20231210,63,216.16,688,0.36,1103,3.0,3799
947,85,20231210,63,216.16,688,0.36,1103,3.0,3799
948,80,20231210,41,461.14,487,0.24,1449,2.4,3236
949,80,20231210,41,461.14,487,0.24,1449,2.4,3236
950,71,20231210,36,43.37,133,0.23,502,1.9,4478
951,71,20231210,36,43.37,133,0.23,502,1.9,4478
